Row Labels	2013 / 10	2014 / 01	2014 / 02	2014 / 03	2014 / 04	2014 / 05	2014 / 06	2014 / 07	2014 / 08	2014 / 09	2014 / 10	2014 / 11	2014 / 12	2015 / 01	2015 / 02	2015 / 03	2015 / 04	2015 / 05	2015 / 06	2015 / 07	2015 / 08	2015 / 09	2015 / 10	2015 / 11	2015 / 12	2016 / 01	2016 / 02	2016 / 03	2016 / 04	2016 / 05	2016 / 06	2016 / 07	2016 / 08	2016 / 09	2016 / 10	2016 / 11	2016 / 12
Staten Island1	548.49	636.73	467.41	547.31	591.02	640.1	687.27	680.35	578.23	569.55	564.26	470.17	614.27	534.14	499.48	526.08	559.02	563.02	633.1	635.99	587.32	560.78	552.31	506.21	634.86	489.53	621.59	629.8	606.66	614.74	746.12	691.42	681.23	650.21	629.55	598.08	712.14
Staten Island2	436.62	518.19	379.56	414.76	478.94	512.28	544.03	541.51	457.04	454.47	455.83	381.45	499.37	432.68	413.97	419.2	470.12	469.31	509.32	518.8	466.77	481.24	455.41	404.69	527.33	403.38	484.88	508.53	494.56	499.15	604.25	544.59	530.81	505.07	485.93	475.76	550.76
Staten Island3	601.06	715.94	499.41	539.45	643.43	716.34	740.24	751.86	643.01	623.27	611.09	513.92	676.25	601.45	554.24	535.98	626.37	659.73	675.7	729.32	619.95	629.95	624.55	542.42	705.23	560.7	625.6	678.04	661.69	668.33	833.9	755.01	726.17	697.98	645.1	646.06	765.06
																																					
																																					
																																					
Row Labels	Oct-13	Jan-14	Feb-14	Mar-14	Apr-14	May-14	Jun-14	Jul-14	Aug-14	Sep-14	Oct-14	Nov-14	Dec-14	Jan-15	Feb-15	Mar-15	Apr-15	May-15	Jun-15	Jul-15	Aug-15	Sep-15	Oct-15	Nov-15	Dec-15	Jan-16	Feb-16	Mar-16	Apr-16	May-16	Jun-16	Jul-16	Aug-16	Sep-16	Oct-16	Nov-16	Dec-16
Bronx1	184.48	177.3	154.85	187.92	203.63	179.69	214.31	207.46	188.52	217.44	184.47	173.7	242.74	172.17	198.43	225.77	191.12	184.73	260.35	211.48	218.3	235.17	213.98	211.03	261.85	173.08	269.68	238.14	232.44	239.49	236.56	238.89	263.34	245.3	227.47	242.76	252.84
Bronx2	164.45	200.48	145.2	168.17	168.3	216.77	178.05	196.26	189.02	165.85	204.68	137.66	188.25	253.43	162.01	179.31	208.11	195.76	185.36	240	182.59	200.64	231.72	163.27	286.19	214.8	216.53	235.04	224.19	208.1	254.47	239.47	214.42	275.14	212.04	179.4	336.22
Bronx3	202.24	237.6	166.84	191.14	246.77	180.63	201.13	255.89	205.13	221.69	210.7	189.8	291.13	159.89	225.94	248.5	245.54	207.8	257.65	258.37	221.94	286.76	222.76	224.5	360.42	195.49	302.55	339.69	274.92	303.6	333.48	273.6	308.82	262.16	238.64	307.12	274.34
Bronx4	368.86	377.82	340.38	420.16	437.36	393.96	437.68	442.48	423.76	429.84	401.26	392.46	518.64	382.45	397.53	470.99	430.08	432.54	526.61	455.96	460.26	463.2	460.34	453.01	546.07	392.44	564.5	520.91	503.87	493.36	521.08	529.57	543.2	495.37	508.38	524.51	562.49
Bronx5	390.81	405	342.79	420.58	440.57	439.69	440.73	448.76	440.31	439.09	424.63	428.74	528.49	394.64	405.45	465.66	437.19	436.9	506.31	474.05	479.37	494.99	473.37	463.03	552.84	418.98	556.77	521.14	518.53	495.54	524.79	528.3	541.76	498.45	498.88	528.93	562.27
Bronx6	256.27	274.21	202.25	220.96	290.1	231.53	239.74	295.09	229.63	258.41	245.33	220.5	321.11	174.77	257.84	266.95	269.15	239.19	285.05	274.17	241.51	309.14	231.28	240.14	366.81	201.24	319.08	341.07	273.52	308.15	323.69	289.02	351.84	286.62	276.31	366.19	313.33
Bronx7	500.03	567.07	446.17	517.26	545.08	530.43	558.25	592.88	537.63	544.51	560.77	501.97	663.01	547.97	507.27	566.06	571.44	528.67	628.16	619.86	575.99	606.96	593.6	548.54	756.56	518.57	678.7	654.76	601.59	599.13	691.58	636.5	680.49	641.54	620.02	640.47	760.74
Bronx8	605.7	624.45	513.02	568.97	633.42	608.42	606.32	652.94	576.3	634.28	623.26	564.03	763.68	589.26	582.21	639.47	613.83	582.07	693.18	641.15	596.2	674.66	651.28	618.52	843.56	536.83	734.84	697.71	640.4	677.93	705.55	643.56	701.12	668.88	641.93	702.35	784.77
Bronx9	397.92	447.79	331	416.85	427.94	483.75	451.12	476.56	440.21	412.19	443.91	394.22	499.08	470.12	377.73	435.24	455.04	457.18	479.91	498.72	465.72	467.83	487.01	409.11	576.14	409.67	500.35	496.36	484.69	469.54	562.99	545.29	527.79	541.15	496.83	460.85	632.16
Bronx10	583.67	666.89	511.6	575.66	616.87	697.56	644.67	652.31	612.21	599.15	630.96	575.32	747.79	606.83	563.12	613.14	619.84	633.18	672.25	672.27	624.49	639.92	700.06	602.9	837.76	585.5	685.47	654.42	661.46	643.44	715.85	696.43	660.05	665.05	649.99	647.51	834.36
Bronx11	521.24	581.58	447.86	521.98	546.02	580.58	580.99	594.1	550.08	545.32	565.43	510.19	660.94	559.37	476.85	548.84	547.27	545.93	615.62	594.03	557.09	567.04	595.02	516.94	703.59	489.55	620.38	582.85	567	557.16	637.03	606.95	583.87	589.8	563.22	568.51	712.94
Bronx12	720.24	815.97	601.93	741.25	790.8	809.44	832.13	871.13	808.69	777.78	786.77	693.53	925.05	743.32	672.34	794.2	792.41	769.19	879.82	893.09	826.14	850.82	819.56	748.01	1008.49	678.84	882.21	848.72	837.85	817.73	951.31	912.96	925.85	874.85	809.53	841.78	1010.75
Brooklyn1	882.25	954.69	753.84	855.99	886.25	962.44	870.87	875.41	789.93	865.69	953.5	780.25	973.95	843.55	982.45	907.8	920.76	843.49	925.37	895.94	843.71	940.47	1004.33	824.75	1156.82	825.98	1066.7	997.68	939.44	944.06	1052.9	889.18	912.3	1099.07	1019.06	930.56	1227.28
Brooklyn2	719.47	818.53	626.87	681.8	725.3	731.74	737.27	698.88	651.33	699.24	773.54	699.37	850.04	662.69	797.1	732.45	762.94	732.29	836.5	761.66	716.12	799.09	827.32	750.4	910.7	650.92	873.95	815.75	780.29	763.31	865.57	761.59	786.2	830.41	835.89	847.72	957.08
Brooklyn3	487.07	518.5	406.67	461.01	512.01	488.2	507.58	536.12	472.48	526.74	525.23	444.31	627	437.51	510.54	563.85	534.58	499.88	616.69	577.87	529.64	619.19	563.71	532.1	726.56	467.47	658.39	637.79	570.5	618.81	678.81	596.58	656.7	670.9	601.09	683.94	723.2
Brooklyn4	413.27	468.53	381.42	437.73	435.04	464.62	473.98	476.7	444.32	434.53	446.82	401.59	505.23	400.99	467.39	448.58	454.8	439.52	510.51	491.17	479.06	478.77	494.06	439.79	572.56	434.38	536.1	506.5	493.19	483.56	570.38	544.57	541.89	545.69	519.84	500.57	611.98
Brooklyn5	523.48	583.02	435.96	494.27	576.88	533.5	572.44	610.6	524.98	522.8	530.48	449.36	666.31	423.86	508.43	552.02	564.24	491.93	625.6	624.95	552.2	601.11	534.75	522.19	735	428.63	640.82	629.29	560.48	573.91	676.14	610.79	656.91	608.49	555.96	620.23	690.01
Brooklyn6	929.11	1031.98	821.25	874.56	920.73	1005.86	985.01	908.6	867.93	902.09	1006.73	897.3	1086.84	879.56	1001.11	917.16	926.41	931.24	1026.78	943.83	867.59	962.86	1046.61	929.45	1135.42	838.59	1095.7	969.13	957.38	933.73	1032.15	927.06	923.74	1004.29	986.12	972.25	1202.59
Brooklyn7	733.68	800.89	663.29	706.49	761.95	773.93	812.19	795.44	725.57	768.12	775.39	709.52	888.37	669.02	816.43	773.67	749.64	726.04	890.83	811.89	768.06	816.54	807.37	743.35	941.11	624.29	892.69	806.38	779.23	773.35	874.08	828.26	818.35	811.46	798.95	804.72	933.02
Brooklyn8	448.06	468.46	387.96	415.14	465.09	410.14	472.75	488.47	413.42	471.82	449.87	411.95	573.33	362.22	480.46	498.82	456.78	422.78	565.45	470.95	465.13	510.57	460.32	466.03	590.58	366.47	574.69	522.07	455.67	504.86	561.11	484.95	551.52	502.42	490.91	547.44	555.18
Brooklyn9	386.29	448.9	327.91	382.13	415.08	457.07	387.37	403.59	407.36	392.64	440.22	369.65	461.15	374.95	395.11	411.82	412.5	422.18	411.24	455.03	398.05	440.38	464.09	378.48	490.19	396.31	454.42	436.83	447.5	415.17	463.54	451.69	419.88	479.77	430.36	434.38	580.58
Brooklyn10	884.05	961.88	767.44	822.59	904.58	912.02	936.44	923.36	839.31	885.7	920.22	838.3	1080.07	821.46	926.07	892.05	891.44	847.28	1017.13	924.82	870.53	925.73	947.65	879.6	1161.05	753.22	1019.6	944.9	906.96	911.82	1017.42	943.02	935.58	947.37	939.35	955.6	1172.15
Brooklyn11	1023.95	1169.94	950.32	984.42	1107.53	1108.38	1089.74	1104.82	1040.11	1027.92	1102.21	987.46	1248.29	968.07	1118.43	1043.33	1068.87	1014.2	1185.53	1111.56	1043.24	1099.44	1138.49	988.37	1323.48	872.8	1209.96	1095.01	1087.89	1079.24	1217.01	1145.99	1091.95	1117.75	1093.12	1067.98	1341.61
Brooklyn12	1011.89	1075.44	966.8	1088.77	1119.84	1115.1	1046.53	896.21	834.59	1068.8	1120.04	970.27	1196.97	936.94	1119.59	1243.56	1070.84	994.15	1139.01	895.85	894.07	1152.35	1117.78	960.49	1269.4	846.28	1181.66	1175.31	1111.36	1137.44	1153.88	919.23	884.73	1169.69	1085.8	1054.57	1298.05
Brooklyn13	312.53	342.33	276.54	280.26	336.87	326.63	319.08	333.41	310.4	310.83	331.91	278.63	376.34	275.93	327.76	322.41	329.97	322.82	364.73	371.86	321.36	358.14	360.43	314.7	395	300.38	381.08	364.32	365.16	363.2	388.5	387.02	379.37	393.78	351.98	372.42	438.88
Brooklyn14	721	776.82	674.59	770.72	770.26	746.24	799.25	708.83	683.93	767.69	758.81	729.32	905.61	658.56	782.46	833.73	742.79	704.9	869.74	718.46	733.55	802.28	784.81	751.68	890.8	625.18	898.17	831.77	799.73	804.18	843.34	783.18	781.31	803.68	815.79	813.08	937.56
Brooklyn15	997.29	1053.45	875.67	959.2	1065.83	1032.14	1009.58	964.16	889.78	986.36	1038.8	928.78	1175.9	856.77	1025.7	1054.37	1003.33	945.84	1089.99	962.36	916.08	1057.36	1070.17	937.38	1228.37	815.71	1108.94	1063.96	1040.23	1009.5	1117.07	975.87	977.05	1059.14	1054.46	1029.07	1234.85
Brooklyn16	199.29	227.51	166.36	196.38	215.01	239.86	206.4	223.07	219.47	189.3	226.14	191.58	241.4	187.69	201.47	190.24	216.97	216.4	201.7	241.34	220.55	231.13	236.26	199.25	274.24	209.61	222.13	238.06	233.42	214.76	253.16	256.22	234.87	247.96	230.85	226.02	314.13
Brooklyn17	629.74	666.3	533.36	613.69	665.63	676.88	692.2	729.97	668.63	656.16	650.37	587.9	798.76	566.71	608.44	647.64	661.24	640.25	746.41	742.65	697.24	715.13	673.18	616.4	867.68	556.62	711.8	691.86	664.12	661.96	762.23	755.31	760.36	717.59	670.86	679.21	857.14
Brooklyn18	1017.63	1093.16	884.07	987.4	1070.93	1130.06	1099.93	1121.96	1034.38	1033.28	1067.82	951.83	1277.94	943.93	1011.25	1053.64	1075.25	1037.5	1163.66	1141.36	1059.2	1104.47	1082.64	969.27	1366.8	877.69	1142.67	1100.26	1091.15	1084.05	1258.84	1198.94	1157.05	1229.39	1086.25	1105.41	1442.77
Manhattan1	547.88	614.5	495.52	534.45	513.87	636.92	561.66	482.13	504.85	534.56	619.22	523.57	591.31	634.89	528.01	534.34	544.9	559.04	560.08	571.44	523.39	556.48	679.51	562.74	690.88	535.26	632.52	603.37	622.37	542.7	590.58	568.08	494.49	662.36	628.07	543.37	773.05
Manhattan2	740.81	750.94	625.11	665.98	741.02	705.34	750.06	684.84	593.14	712.32	763.94	716.09	879.47	643.79	765.79	721.94	750.23	662.43	795.3	663.37	655.55	782.75	756.22	748.95	923.48	631.38	810.27	828.16	731.72	771.58	825.63	680.72	754.76	757.07	797.27	828.2	859.58
Manhattan3	576.88	665.39	483.8	516.57	562.41	644.14	555.75	601.15	566.27	538.87	661.99	548.27	657.17	600.08	609.36	551.83	643.78	637.26	610.02	687.25	586.13	649.07	694.57	549.09	738.12	583.16	674.88	673.48	646.97	597.54	702.91	646.94	642.81	695.42	621.63	592.41	764.38
Manhattan4	735.87	848.1	665.04	692.27	715.38	895.27	749.13	733.45	751.58	722.71	888.54	737.55	840.33	864.51	758.25	705.48	799.62	843.2	780.97	840.58	742.03	809.79	934.86	742	924.91	811.05	831.79	841.43	893.26	800.17	863.81	861.32	769.91	928.93	856.34	774.42	1087.5
Manhattan5	419.88	420.4	336.84	347.29	434.97	429.55	401.1	429.33	350.56	411.59	438.47	371.18	476.78	371.45	431	417.96	420.91	399.37	431.79	403.18	371.35	455.99	449.34	393.05	542.6	378.49	437.98	483.42	418.13	449.1	444.53	394.59	432.41	454.23	419.14	476.5	501.95
Manhattan6	866.8	973.65	781.38	801.3	829.45	1066.09	857.63	856.89	831.9	811.24	1018.94	827.15	966.37	1035.34	839.48	810.34	910.14	907.65	858.97	935.81	816.23	907.26	1097.68	830.59	1184.65	941.29	937.81	969.59	972.75	883.79	950.61	924.45	819.9	1041.03	944.21	866.75	1261.98
Manhattan7	1659.32	1823.84	1461.89	1568.99	1643.56	1883.89	1778.63	1598.16	1507.45	1706.91	1881.47	1739.71	2014.54	1837.52	1718.7	1743.81	1778.58	1722.57	1854.55	1696.55	1613.79	1847.75	2064.81	1820.31	2286.04	1719.07	2087.42	1974.34	1953.7	1840.03	1941.55	1753.63	1749.35	1988.61	1948.51	1896.86	2325.72
Manhattan8	1779.16	1960.23	1568.75	1651.76	1801.04	1994.48	1824.83	1673.34	1567.22	1777.29	1983.63	1819.15	2098.35	1791.12	1861.74	1780.93	1948.64	1872.4	1873.84	1713.82	1624.61	1935.6	2141.55	1875.82	2396.95	1789.17	2074.9	2028.41	2016.28	1903.1	1947.49	1760.13	1682.65	1998.12	1998.08	2030.37	2391.88
Manhattan9	424.48	508.85	394.18	431.5	450.17	576.11	452.57	446.45	502.32	458.78	517.63	460.33	517.18	524.73	467.97	438.42	472.58	554.61	487.84	514.5	492.43	520.8	570.24	455.34	547.01	578.47	475.08	489.62	541.62	500.22	539.34	563.75	505.98	590.21	533	486.45	683.83
Manhattan10	389.47	442.42	322.96	346.92	423.69	426.72	389	445.92	394.53	411.64	461.73	370.51	503.99	457.81	407.35	430.98	454.17	437.5	456.76	496.23	413.93	492.88	488.23	398.72	605.57	447.27	489.74	527.31	479.53	461.15	534.76	509.6	519.2	544.26	459.04	503.07	628.78
Manhattan11	344.63	390.8	286.1	303.51	371.99	335.91	336.25	387.83	324.35	338.16	374.08	349.66	461.11	298.98	401.25	365.08	395.75	354.76	379.38	403.38	360.13	452.25	384.34	361.89	498.3	348.39	425.49	448.92	384.17	384.83	456.06	386.91	434.92	389.19	395.6	459.73	441.81
Manhattan12	857.65	983.35	704.1	750.11	857.39	887.06	798.28	959.29	816.27	844.91	943.63	780.88	1040.11	947.98	882.51	863.52	966.68	892.36	927.41	1028.15	867.25	974.53	986.2	804.71	1272.13	863.27	1020.51	1036.73	923.23	917.47	1054.36	952.05	967.69	980.79	880.74	926.95	1202.13
Queens1	998.29	1152.17	892.9	1033.56	1069.28	1093.08	1133.38	1102.91	1014.09	1058.5	1108.61	1008.87	1268.12	946.88	1095.48	1082.14	1057.66	1004.95	1220.57	1115.49	1059.38	1099.71	1130.11	1043.79	1312.58	991.21	1228.79	1131.18	1100.36	1078.24	1232.13	1135.66	1191.12	1141.09	1148.75	1153.07	1324.9
Queens2	650.77	715.93	592.16	642.01	684.61	703.25	709.97	738.64	661.26	679.12	698.96	635.5	821.35	629.61	711.66	678.95	670	666.26	784.24	734.21	684.11	743.86	746.98	670.43	920.58	724.87	748.13	755.83	720.86	723.92	774.88	759.42	786.85	764.73	744.76	780.3	895.95
Queens3	727.88	830.73	643.09	684.24	721.21	788.82	751.18	797.39	728.79	690.55	772.64	644.03	861.02	685.36	739.58	722.6	755.86	736.8	803.64	850.44	731.99	763.46	807.04	700.03	971.93	720.83	814.86	803.02	787.75	752.71	884.89	849.9	829.93	853.61	792.91	788.34	1027.54
Queens4	615.82	716.07	539.35	585.74	614.4	664.83	642.81	688.81	614.08	591.58	655.58	551.16	720.37	580.31	643.35	603.73	632.71	610.88	680.54	731.42	624.88	666.68	688.35	590.32	838.58	574.52	695.92	684.07	650.18	632.32	746.39	721.69	721.04	738.52	671.45	673.1	867.25
Queens5	1198.02	1325.8	1059.85	1173.27	1230.19	1282.41	1270.71	1293.83	1175.43	1179.43	1269.93	1149.29	1507.28	1144.37	1239.6	1213.17	1267.55	1206.16	1391.2	1327.44	1202.88	1265.3	1314.7	1192.82	1645.39	1123.04	1388.46	1335.41	1295.96	1272.14	1424.3	1339.57	1338.42	1383.4	1336.16	1339.88	1661.6
Queens6	694.77	769.61	608.11	673.8	712.18	756.51	735.07	740.74	692.65	685.72	738.74	654.24	807.79	658.09	730.72	697.04	722.44	680.81	762.96	769.81	711.77	743.89	778.11	685.89	927.11	694.64	755.51	751.34	752.47	713.17	804.57	766.73	768.38	796.98	768.23	760.72	940.54
Queens7	1331.09	1437.96	1096.93	1320.51	1379.51	1492.57	1475.45	1459.55	1390.64	1382.29	1422.99	1288.43	1624.5	1217.99	1331.33	1392.52	1386.22	1380.38	1569.65	1468.52	1417.06	1422.64	1467.56	1312.44	1730.49	1276.99	1465.05	1438.71	1435.8	1406.13	1563.6	1501.48	1477.38	1483.37	1461.58	1437.72	1776.92
Queens8	790.75	843.2	676.39	784.53	832.97	864.71	857.37	841.47	782.26	782.02	814.27	731.16	952.59	676.5	785.89	825.81	791.32	774.68	917.08	866.28	795.91	832.04	847.13	759.03	1001.65	718.8	890.23	862.64	861.56	826.76	921.5	870.46	886.01	905.29	853.17	854.56	1012.49
Queens9	791.97	873.3	709.62	798.27	842.51	855.74	906.25	906.97	805.24	813.24	826.98	764.32	998.82	746.73	800.61	852.02	844.07	804.56	996.83	927.9	874.08	885.28	869.4	808.32	1086.1	784.84	928.53	916.63	883.3	896.78	1029.9	960.04	972.3	928.61	914.94	917.18	1077.99
Queens10	719.27	807.99	655.06	721.95	778.52	798.78	843.5	823.73	719.91	728.46	741.17	676.66	917.02	646.7	731.96	761.3	771.14	730.88	886.02	823.29	771.09	773.92	777.71	746.33	1028.39	712.03	822.66	841.57	822.49	822.04	949.02	890.05	880.36	856.82	832.76	820.92	980.11
Queens11	849.71	893.27	701.07	806.25	890.85	910.87	936.29	922.92	824.88	869.71	878.44	793.07	1044.27	723.67	802.19	878.68	868.04	841.08	1004.36	908.14	864.46	919.38	908.87	823.73	1111.91	752.11	921.77	931.29	871.04	885.64	988.9	898.28	915.42	902.28	875.84	929.53	1088.47
Queens12	995.97	1092.44	871.59	1036.53	1074.14	1160.89	1168.48	1217.06	1096.45	1035.18	1082.84	959.87	1270.49	953	1029.73	1091.5	1121.78	1110.24	1281.65	1247.99	1160.6	1176.35	1150.29	1036.97	1421.27	1027.21	1191.68	1198.94	1191.62	1188.71	1376.15	1329.86	1301.77	1273.5	1191.04	1181.17	1481.92
Queens13	1079.38	1145.12	895.5	1051.55	1136.68	1239.82	1213.18	1286.87	1138.49	1083.98	1109.17	980.16	1312.92	983.99	1015.12	1100.07	1136.86	1142.17	1284.25	1272	1167.02	1196.03	1182.33	1052.9	1460.86	989.81	1198.6	1200.14	1189.56	1212.4	1392.01	1339.49	1318.22	1283.06	1183.3	1199.57	1461.57
Queens14	385.55	406.74	330.84	384.15	402.76	456.47	424.15	447.5	411.8	385.42	413.19	367.56	473.47	364.47	402.37	415.88	408.67	409.03	449.75	474.04	424.18	437.54	454.63	379.57	547.07	403.53	431.01	447.65	472.91	456.25	513.14	530.58	476.64	506.18	457.82	440.02	597.36
Staten Island1	1153.5	1311.83	971.97	1138.26	1201.62	1281.11	1337.42	1314.23	1156.9	1166.6	1213.67	1071.85	1421.39	1126.91	1048.95	1152.56	1162.49	1153.4	1337.74	1267.12	1175.9	1186.62	1176.97	1097.28	1448.28	998.79	1278.91	1253.68	1191.28	1211.77	1412.58	1323.83	1299.58	1272.86	1248.04	1218.02	1562.28
Staten Island2	1015.07	1154.11	850.65	956.29	1070.46	1123.11	1165.3	1153.31	983.35	994.88	1064.3	927.11	1237.44	975.02	930.79	995.07	1045.54	1000.92	1150.2	1100.8	1000.47	1056.28	1053.34	941.85	1319.8	849.52	1093.77	1085.91	1033.88	1050.31	1217.3	1101.59	1079.26	1067.48	1032.98	1042.36	1309.06
Staten Island3	1422.71	1675.77	1189.24	1279.46	1485.29	1587.54	1589.22	1587.77	1387	1370.05	1478.84	1281.47	1746.54	1363.22	1264.66	1311.37	1418.09	1420.78	1541.33	1539.73	1332.42	1426.08	1435.79	1287.32	1823.6	1204.09	1439.1	1468.93	1402.48	1419.43	1668.77	1524.61	1469.04	1466.71	1393.61	1424.19	1871.17
	41979.31	46371	36514.2	40644.47	43773.79	46009.25	45018.35	45107.94	41313.07	42520.97	45243.86	40138.29	51315.5	40755.65	42882.31	43680.31	44370.79	42962.96	48256.06	46355.58	42890	46392.35	47330.81	42074.91	56342.27	39878.62	49191.9	47969.4	46351.39	45690.48	50996.17	47445.4	47258.1	48937.87	46698.85	47001.28	57414.98
																																					
																																					
Row Labels	Oct-13	Jan-14	Feb-14	Mar-14	Apr-14	May-14	Jun-14	Jul-14	Aug-14	Sep-14	Oct-14	Nov-14	Dec-14	Jan-15	Feb-15	Mar-15	Apr-15	May-15	Jun-15	Jul-15	Aug-15	Sep-15	Oct-15	Nov-15	Dec-15	Jan-16	Feb-16	Mar-16	Apr-16	May-16	Jun-16	Jul-16	Aug-16	Sep-16	Oct-16	Nov-16	Dec-16
Grand Total	41979.31	46371	36514.2	40644.47	43773.79	46009.25	45018.35	45107.94	41313.07	42520.97	45243.86	40138.29	51315.5	40755.65	42882.31	43680.31	44370.79	42962.96	48256.06	46355.58	42890	46392.35	47330.81	42074.91	56342.27	39878.62	49191.9	47969.4	46351.39	45690.48	50996.17	47445.4	47258.1	48937.87	46698.85	47001.28	57414.98
